,Name,Type,Fare,Start,End,Time,Ratings,Seats,Links,Route
2416,Morning Star Travels,A/C Sleeper (2+1),1290.0,04:05,06:10,02h 05m,2.4,1 Seat available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2417,Abhishek Bus,A/C Seater / Sleeper (2+1),949.0,04:15,08:45,04h 30m,2.6,20 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2418,Sri Krishna Travels,A/C Sleeper (2+1),1199.0,04:35,08:30,03h 55m,1.6,5 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2419,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),1090.0,05:25,09:00,03h 35m,2.2,10 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2420,Sri Shanmukh Travels,A/C Sleeper (2+1),5000.0,23:20,04:15,04h 55m,2.0,30 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2421,GEETHA TRAVELS,A/C Sleeper (2+1),4000.0,23:30,05:00,05h 30m,1.4,32 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2422,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),1199.0,23:40,05:15,05h 35m,2.9,28 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2423,Abhishek Bus,A/C Sleeper (2+1),1549.0,23:55,05:25,05h 30m,1.7,13 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2424,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),2000.0,23:59,07:00,07h 01m,2.4,49 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2425,Rajeswari Travels,A/C Sleeper (2+1),1200.0,23:59,06:00,06h 01m,2.0,24 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2426,SIVA SAI BALAJI TOURS AND TRAVELS,A/C Sleeper (2+1),2500.0,01:05,05:20,04h 15m,1.0,36 Seats available,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
2427,APSRTC - 45141,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",464.0,08:35,14:40,06h 05m,3.5,11 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2428,APSRTC - 4482,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,22:00,02:55,04h 55m,3.5,8 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2429,APSRTC - 4537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,22:05,03:10,05h 05m,4.2,11 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2430,APSRTC - 4553,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,22:15,03:25,05h 10m,4.5,5 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2431,APSRTC - 4526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,22:35,03:40,05h 05m,3.9,11 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2432,APSRTC - 5816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",435.0,22:40,03:25,04h 45m,3.8,14 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2433,APSRTC - 4532,STAR LINER(NON-AC SLEEPER 2+1),553.0,22:50,03:55,05h 05m,4.4,2 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2434,APSRTC - 4447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,23:00,03:40,04h 40m,4.0,7 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2435,APSRTC - 4516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,23:05,04:10,05h 05m,3.8,12 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2436,APSRTC - 4557,INDRA(A.C. Seater),516.0,23:15,03:15,04h 00m,3.2,17 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2437,APSRTC - 4530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",427.0,23:35,04:40,05h 05m,3.8,9 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2438,APSRTC - 5834,STAR LINER(NON-AC SLEEPER 2+1),563.0,23:50,04:15,04h 25m,4.3,4 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2439,SIVA SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),550.0,22:35,04:30,05h 55m,3.6,37 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2440,VSN Travels,A/C Sleeper (2+1),850.0,22:40,05:30,06h 50m,3.8,20 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2441,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),499.0,22:45,04:15,05h 30m,3.9,20 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2442,GOWTHAMI TOURS & TRAVELS,A/C Sleeper (2+1),797.0,22:45,06:00,07h 15m,3.7,29 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2443,Kundana Travels,Non A/C Seater / Sleeper (2+1),449.0,22:45,05:55,07h 10m,4.0,21 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2444,Kundana Travels,NON A/C Seater (2+2),990.0,22:45,05:55,07h 10m,4.0,32 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2445,Lakshmi Gayatri Travels,NON A/C Hi-Tech (2+2),499.0,22:50,04:55,06h 05m,3.1,33 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2446,Pragathi Travels,NON A/C Push Back (2+2),499.0,23:00,05:00,06h 00m,3.6,24 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2447,Morning Star Travels,A/C Sleeper (2+1),590.0,23:00,04:00,05h 00m,3.5,10 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2448,SVR Bus,Non A/C Seater / Sleeper (2+1),460.0,23:05,04:45,05h 40m,4.1,25 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2449,SVR Bus,Non A/C Seater / Sleeper (2+1),899.0,23:05,04:45,05h 40m,4.4,20 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2450,SRI MARUTHI TRAVELS,A/C Seater / Sleeper (2+1),499.0,23:10,05:00,05h 50m,3.2,21 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2451,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),449.0,23:10,05:00,05h 50m,3.0,25 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2452,Vikram sri krishna travels,A/C Sleeper (2+1),590.0,23:10,05:30,06h 20m,3.9,17 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2453,Sai Balaji Travels,A/C Sleeper (2+1),899.0,23:10,04:40,05h 30m,3.8,28 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2454,Kundana Travels,Non A/C Seater / Sleeper (2+1),480.0,23:15,05:00,05h 45m,3.8,29 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2455,Pragathi Travels,A/C Sleeper (2+1),890.0,23:15,05:05,05h 50m,4.3,22 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2456,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),600.0,23:15,05:15,06h 00m,3.3,30 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2457,Modern Travels,A/C Sleeper (2+1),780.0,23:20,05:00,05h 40m,3.9,15 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2458,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),600.0,23:20,05:30,06h 10m,3.4,29 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2459,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),670.0,23:20,07:35,08h 15m,3.1,28 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2460,Lakshmi Gayatri Travels,NON A/C Sleeper (2+1),790.0,23:25,06:00,06h 35m,4.3,23 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2461,Morning Star Travels,A/C Sleeper (2+1),590.0,23:25,04:40,05h 15m,3.2,9 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2462,KKaveri Travels,Non A/C Seater / Sleeper (2+1),700.0,23:30,06:00,06h 30m,3.1,23 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2463,V Kaveri Travels,NON A/C Sleeper (2+1),900.0,23:30,05:45,06h 15m,4.1,27 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2464,Kaveri Travels,A/C Sleeper (2+1),900.0,23:35,05:15,05h 40m,3.9,22 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2465,Orange Tours And Travels,A/C Sleeper (2+1),1000.0,23:40,05:40,06h 00m,3.4,23 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2466,Lakshmi Gayatri Travels,Non A/C Seater / Sleeper (2+1),599.0,23:45,06:00,06h 15m,3.3,33 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2467,Kaveri Travels,Non A/C Seater / Sleeper (2+1),600.0,23:50,05:20,05h 30m,3.5,27 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2468,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),449.0,22:45,06:00,07h 15m,2.9,30 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2469,SRI MARUTHI TRAVELS,A/C Seater Push Back (2+2),599.0,23:10,05:00,05h 50m,1.9,40 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2470,Chandu Travels,A/C Sleeper (2+1),846.0,23:30,05:30,06h 00m,1.5,25 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2471,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),699.0,23:50,06:00,06h 10m,2.9,22 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2472,Sri Krishna Travels,A/C Sleeper (2+1),950.0,23:55,05:30,05h 35m,2.5,24 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2473,VSN Travels,NON A/C Seater PushBack (2+2),2000.0,22:30,05:00,06h 30m,4.0,1 Seat available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2474,VSN Travels,A/C Seater / Sleeper (2+1),3999.0,22:50,05:00,06h 10m,4.3,1 Seat available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2475,VV Vinayak Travels,A/C Sleeper (2+1),1120.0,23:40,05:20,05h 40m,3.0,25 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2476,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),2000.0,23:45,05:45,06h 00m,4.5,45 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2477,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),1200.0,23:50,05:15,05h 25m,3.8,26 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2478,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),1200.0,23:59,05:00,05h 01m,3.4,28 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2479,Sai Balaji Travels,A/C Sleeper (2+1),1999.0,23:05,05:30,06h 25m,1.0,34 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2480,Harshita Tours And Travels,NON A/C Sleeper (2+1),5000.0,23:10,05:45,06h 35m,0.0,30 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2481,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),3000.0,23:30,05:00,05h 30m,1.0,28 Seats available,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
2482,APSRTC - 4586,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,09:00,15:09,06h 09m,3.2,15 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2483,APSRTC - 45860,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,10:30,16:39,06h 09m,4.1,25 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2484,APSRTC - 5984,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,21:15,02:45,05h 30m,3.2,26 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2485,APSRTC - 4590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,21:30,02:45,05h 15m,2.8,24 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2486,APSRTC - 4578,INDRA(A.C. Seater),565.0,22:00,02:44,04h 44m,3.7,21 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2487,APSRTC - 4584,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,22:15,03:19,05h 04m,4.5,17 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2488,APSRTC - 5997,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,22:15,03:42,05h 27m,3.8,20 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2489,APSRTC - 48020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,22:15,03:09,04h 54m,3.6,24 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2490,APSRTC - 5944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,22:25,03:58,05h 33m,3.7,1 Seat available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2491,APSRTC - 4588,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,22:45,03:49,05h 04m,4.0,18 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2492,APSRTC - 5969,INDRA(A.C. Seater),565.0,22:50,02:44,03h 54m,3.4,33 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2493,APSRTC - 5938,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,23:05,04:42,05h 37m,3.8,20 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2494,APSRTC - 5987,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,23:30,05:00,05h 30m,4.2,34 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2495,JOSH BUS,Non A/C Seater / Sleeper (2+1),650.0,22:45,06:00,07h 15m,4.3,24 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2496,Kamakshi Tours And Travels,A/C Seater / Sleeper (2+1),750.0,22:25,06:20,07h 55m,4.4,23 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2497,Kaveri Travels,A/C Sleeper (2+1),1000.0,22:55,05:00,06h 05m,3.9,23 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2498,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),670.0,22:45,05:30,06h 45m,4.0,29 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2499,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),600.0,23:05,05:30,06h 25m,3.7,18 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2500,JOSH BUS,Non A/C Seater / Sleeper (2+1),650.0,23:15,06:00,06h 45m,4.4,23 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2501,Raja Buses,NON AC Seater / Sleeper 2+1,600.0,22:50,05:30,06h 40m,3.9,24 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2502,V Kaveri Travels,A/C Sleeper (2+1),1000.0,22:30,05:15,06h 45m,3.4,22 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2503,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),670.0,23:15,06:00,06h 45m,3.6,31 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2504,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),650.0,22:45,05:30,06h 45m,3.4,24 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2505,SMKAT Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),1290.0,23:30,05:45,06h 15m,3.5,16 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2506,Kamakshi Tours And Travels,NON A/C Sleeper (2+1),900.0,23:15,07:00,07h 45m,3.5,22 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2507,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),599.0,23:30,06:00,06h 30m,3.0,23 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2508,Anish Travels,Non A/C Seater / Sleeper (2+1),900.0,21:00,02:30,05h 30m,3.6,26 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2509,MVN Tours and Travels,Non A/C Seater / Sleeper (2+1),855.0,21:15,02:30,05h 15m,3.3,34 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2510,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),1045.0,21:20,03:00,05h 40m,2.9,38 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2511,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),1045.0,21:15,03:30,06h 15m,3.4,41 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2512,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),2000.0,22:25,06:20,07h 55m,3.9,21 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2513,Raja Buses,NON AC Seater / Sleeper 2+1,850.0,22:50,06:50,08h 00m,4.0,33 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2514,Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),1425.0,21:35,03:45,06h 10m,3.1,26 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2515,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),670.0,22:45,06:00,07h 15m,2.0,26 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2516,SLVR Travels,Non A/C Seater / Sleeper (2+1),900.0,21:20,04:55,07h 35m,1.0,32 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2517,Anish Travels,Non A/C Seater / Sleeper (2+1),4000.0,01:00,07:00,06h 00m,3.6,43 Seats available,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
2518,APSRTC - 45862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,08:15,17:00,08h 45m,4.2,3 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2519,APSRTC - 4587,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,09:15,17:30,08h 15m,3.6,3 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2520,APSRTC - 5985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,19:00,03:15,08h 15m,3.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2521,APSRTC - 5968,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,19:45,03:30,07h 45m,4.2,14 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2522,APSRTC - 4585,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,20:00,05:00,09h 00m,3.6,15 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2523,APSRTC - 5939,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",464.0,20:10,03:50,07h 40m,3.5,33 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2524,APSRTC - 5999,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,20:20,04:00,07h 40m,3.5,33 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2525,APSRTC - 48021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,20:40,03:55,07h 15m,3.7,23 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2526,APSRTC - 4577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,20:50,05:30,08h 40m,4.1,15 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2527,APSRTC - 5970,INDRA(A.C. Seater),565.0,21:00,05:00,08h 00m,2.7,30 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2528,APSRTC - 5945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,21:20,05:00,07h 40m,3.7,22 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2529,APSRTC - 5988,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",464.0,21:20,04:45,07h 25m,4.4,15 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2530,APSRTC - 4589,INDRA(A.C. Seater),565.0,21:30,05:30,08h 00m,2.8,12 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2531,APSRTC - 5998,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,21:45,05:00,07h 15m,4.1,14 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2532,APSRTC - 4591,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",467.0,22:00,05:55,07h 55m,2.1,12 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2533,JOSH BUS,Non A/C Seater / Sleeper (2+1),750.0,21:30,04:50,07h 20m,4.4,13 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2534,Kaveri Travels,A/C Sleeper (2+1),1160.0,21:30,05:00,07h 30m,3.8,21 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2535,Raja Buses,NON AC Seater / Sleeper 2+1,790.0,21:00,04:50,07h 50m,4.1,24 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2536,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),670.0,21:30,05:30,08h 00m,3.9,29 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2537,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),670.0,21:30,05:30,08h 00m,4.0,27 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2538,JOSH BUS,Non A/C Seater / Sleeper (2+1),750.0,20:45,04:50,08h 05m,4.1,23 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2539,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),800.0,20:15,05:00,08h 45m,3.5,29 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2540,Kamakshi Tours And Travels,A/C Seater / Sleeper (2+1),890.0,21:30,05:45,08h 15m,3.7,19 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2541,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),750.0,21:30,05:30,08h 00m,3.6,22 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
2542,V Kaveri Travels,A/C Sleeper (2+1),1100.0,21:30,05:30,08h 00m,3.5,25 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,Hyderabad to Vinukonda
